운영우선순위,최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,최종점수,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,액션버킷,shortlist_선정여부,shortlist_유형,추천사유,주의사유,자동판정근거,변화요약
1400,1467,UCS0a1GKer53CWja5GYCBeIg,모래캣,버츄얼 퍼포먼스형,버튜버,3910.0,1585.8,0.033120666825466,0.4815240414137715,0.2668061555075594,0.435884533898305,0.5982721382289417,0.3960583153347732,0.98208,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.482, 채널력=0.267, 성장성=0.436, 팬밀도=0.598, 라이브=0.396, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 1단계 상승 / 최종점수 -0.001 / 성장성 -0.000
1401,1468,UC5GGcJGQPm0VCX59amm94Xg,New치킨뜯는여우,게임 실황형,붕괴스타레일,24700.0,9334.8,0.0148164371413055,0.481361522018397,0.4356506479481641,0.3065703365636433,0.2338012958963282,0.9232800008985907,0.98208,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.481, 채널력=0.436, 성장성=0.307, 팬밀도=0.234, 라이브=0.923, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 12단계 상승 / 최종점수 +0.000 / 성장성 +0.000
1402,1469,UCuFXs-Y5coZKqa4_GVdrSDg,발컨띵컨,,서브컬쳐게임,10800.0,4846.7,0.012796618610745,0.4810413234634796,0.5808585313174945,0.4930009630188249,0.1841252699784017,0.4203721168874098,0.98376,보류,False,,뚜렷한 강점 신호 부족,상위 세그먼트 불명확,"최종=0.481, 채널력=0.581, 성장성=0.493, 팬밀도=0.184, 라이브=0.420, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.203",순위 7단계 상승 / 최종점수 -0.000 / 성장성 -0.000
1403,1470,UCV3keHgnQsbsN_nWc0Z3c4g,장유나,버츄얼 퍼포먼스형,버튜버,2090.0,606.9,0.0155347133952012,0.4809229518420355,0.2391468682505399,0.5386408011719555,0.2516198704103671,0.6817309667232565,0.99104,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.481, 채널력=0.239, 성장성=0.539, 팬밀도=0.252, 라이브=0.682, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 3단계 하락 / 최종점수 -0.002 / 성장성 +0.000
1404,1472,UCwFA88KlGUc3h89nxx1oRTA,최애와의 30분,음악·보이스형,애니송커버,1290.0,15322.8,0.0203381121880348,0.4806125235421167,0.4563984881209503,0.5,0.357451403887689,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.481, 채널력=0.456, 성장성=0.500, 팬밀도=0.357, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 1단계 하락 / 최종점수 -0.001
1405,1473,UCdwE8erAKhR6-oZRyYQSveA,키리시마 토라,버츄얼 퍼포먼스형,버튜버,1310.0,2192.9,0.0240386827419795,0.4805990513657835,0.3017278617710583,0.4883238172209751,0.4298056155507559,0.4203721168874098,0.99104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.481, 채널력=0.302, 성장성=0.488, 팬밀도=0.430, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 1단계 하락 / 최종점수 -0.001 / 성장성 +0.001
1406,1474,UCg_z0IlTYxsgKr_6KHbIa2A,쿰쿰한 불법노점상,버츄얼 퍼포먼스형,버튜버,1650.0,6844.8,0.0226083352794085,0.4805947049676026,0.4077213822894169,0.5,0.4060475161987041,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.481, 채널력=0.408, 성장성=0.500, 팬밀도=0.406, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 1단계 상승 / 최종점수 -0.001
1407,1475,UCMeSIq13xg0lBlASYVhjZ0g,기열아쎄이,음악·보이스형,ASMR보이스,1810.0,109.6,0.0322491735266122,0.4805466331995008,0.19127969762419,0.4527327989319519,0.5853131749460043,0.4203721168874098,0.99104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.481, 채널력=0.191, 성장성=0.453, 팬밀도=0.585, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 10단계 상승 / 최종점수 +0.001 / 성장성 +0.004
1408,1476,UCDlh3gx5SCjEE2e_wOGtAfQ,학교종,,커버기타,28400.0,1868764.5,0.0100033088555735,0.4803579428304719,0.7365820734341254,0.4928760593220339,0.1225701943844492,0.3960583153347732,0.96808,보류,False,,뚜렷한 강점 신호 부족,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,"최종=0.480, 채널력=0.737, 성장성=0.493, 팬밀도=0.123, 라이브=0.396, 실전성=0.968, 운영제외리스크=0.000, 검증필요리스크=0.399",순위 6단계 하락 / 최종점수 -0.002 / 성장성 -0.000
1409,1477,UCqzl6SroQnJ_xt9ZLwRBQbg,마음쉼표,음악·보이스형,ASMR보이스,6370.0,11.3,0.0342647058823529,0.4800302509170113,0.2394978401727861,0.435884533898305,0.6187904967602592,0.3960583153347732,0.98208,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.480, 채널력=0.239, 성장성=0.436, 팬밀도=0.619, 라이브=0.396, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 3단계 하락 / 최종점수 -0.001 / 성장성 -0.000
1410,1478,UCOjeVFM1dnQkXXGp6K9YECg,루나 LUNA ASMR,음악·보이스형,ASMR,13700.0,2453.8,0.0250586718140127,0.4800161148459687,0.309651727861771,0.5009029424240428,0.4492440604751619,0.4203721168874098,0.98208,보류,False,,성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.480, 채널력=0.310, 성장성=0.501, 팬밀도=0.449, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 9단계 하락 / 최종점수 -0.002 / 성장성 +0.000
1411,1479,UCCPB6Tc1xCH2YSs-UXQUFJA,리에 ASMR,음악·보이스형,ASMR,23800.0,196055.0,0.016632640191619,0.4800067890507742,0.5897273218142549,0.4928760593220339,0.2764578833693304,0.3960583153347732,0.9664,보류,False,,뚜렷한 강점 신호 부족,수집 영상 수 부족 / 성장성 신뢰도 낮음,"최종=0.480, 채널력=0.590, 성장성=0.493, 팬밀도=0.276, 라이브=0.396, 실전성=0.966, 운영제외리스크=0.000, 검증필요리스크=0.420",순위 1단계 하락 / 최종점수 -0.001 / 성장성 -0.000
1412,1480,UCyUathM3pyX6eJd-PXeeplQ,유민지 YUMINJI,음악·보이스형,보컬로이드JPOP커버,17800.0,2020.6,0.0228999996063397,0.4799717333568618,0.3436420086393088,0.4671511603393735,0.411987041036717,0.4203721168874098,0.99104,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.480, 채널력=0.344, 성장성=0.467, 팬밀도=0.412, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 1단계 하락 / 최종점수 -0.001 / 성장성 -0.000
1413,1481,UCW5ZQvBMoWQFvuZP4Me1hYQ,노래 쉽게 알려주는 오보컬,,음악기타,177000.0,15551.4,0.0021968437083132,0.4799629817230461,0.7363120950323975,0.4606686996292789,0.0188984881209503,0.4203721168874098,0.99272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.480, 채널력=0.736, 성장성=0.461, 팬밀도=0.019, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 1단계 상승 / 최종점수 -0.000 / 성장성 -0.000
1414,1482,UCYfvw2h8zeFs6Ehtwq1BQDQ,플루멘 Flumen Musica ,게임 실황형,블루아카이브,1750.0,4096.1,0.067102805884143,0.4793793368813941,0.2567089632829373,0.397703943676758,0.8839092872570194,0.4203721168874098,0.85808,보류,False,,팬밀도 상위권 / 성장성 신뢰도 양호,팬/클립/아카이브 채널 의심 / 수집 영상 수 부족,"최종=0.479, 채널력=0.257, 성장성=0.398, 팬밀도=0.884, 라이브=0.420, 실전성=0.858, 운영제외리스크=0.220, 검증필요리스크=0.224",순위 6단계 상승 / 최종점수 +0.001 / 성장성 +0.001
1415,1483,UCJA2E7D2e-ifFoxAjkyr3FQ,황쭉이,음악·보이스형,애니송커버,15400.0,74379.1,0.0143172829056717,0.4792264980518922,0.5865955723542117,0.4254796550462475,0.218682505399568,0.4203721168874098,0.99104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.479, 채널력=0.587, 성장성=0.425, 팬밀도=0.219, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 1단계 상승 / 최종점수 -0.000 / 성장성 +0.000
1416,1484,UCE7oPZvSpX0GS3hsKsUCboQ,김네넹,버츄얼 퍼포먼스형,버튜버,2330.0,1652.0,0.0247369949208209,0.4789988654250072,0.315280777537797,0.4992108606444594,0.4411447084233261,0.4203721168874098,0.98208,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.479, 채널력=0.315, 성장성=0.499, 팬밀도=0.441, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 7단계 하락 / 최종점수 -0.002 / 성장성 +0.000
1417,1485,UCNL5LRdc8BUNovZouGzap2g,이잉 팬이에요,버츄얼 퍼포먼스형,버튜버,1430.0,26962.8,0.0181741903201963,0.4785465458542299,0.500890928725702,0.4928760593220339,0.3126349892008639,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.479, 채널력=0.501, 성장성=0.493, 팬밀도=0.313, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 1단계 상승 / 최종점수 -0.001 / 성장성 -0.000
1418,1486,UCXnWNbG1HBvTf6WLCAG1vPQ,밥다니 Bapdani,음악·보이스형,ASMR,9420.0,16584.0,0.015342784930465,0.4784721805038026,0.4494195464362851,0.5459384900912527,0.2451403887688985,0.4203721168874098,0.98208,보류,False,,뚜렷한 강점 신호 부족,수집 영상 수 부족,"최종=0.478, 채널력=0.449, 성장성=0.546, 팬밀도=0.245, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 4단계 상승 / 최종점수 +0.000 / 성장성 +0.002
1419,1487,UCTd7hVnG8NZOxacQysWscJg,바또랑,음악·보이스형,성우더빙,2470.0,3142.7,0.0135283690223097,0.4781353219526744,0.407383909287257,0.5419290770306824,0.1987041036717062,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.478, 채널력=0.407, 성장성=0.542, 팬밀도=0.199, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 4단계 상승 / 최종점수 +0.000 / 성장성 -0.000
1420,1488,UCTGVM21iZeHIRniSKt7aCcw,짜빵이에유,창작·비주얼형,코스프레,2960.0,15831.5,0.020735398848185,0.4781327719222462,0.4391873650107991,0.5,0.3633909287257019,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.478, 채널력=0.439, 성장성=0.500, 팬밀도=0.363, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 5단계 하락 / 최종점수 -0.002
1421,1489,UCdRWFALUxQTGrMtCtOSX7IQ,파타야지호_PattayaJiho,창작·비주얼형,코스프레,5940.0,2073.8,0.0104315134534451,0.4777762428818016,0.3757289416846652,0.4656792026877779,0.1333693304535637,0.7700616417254227,0.99104,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.478, 채널력=0.376, 성장성=0.466, 팬밀도=0.133, 라이브=0.770, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 1271단계 하락 / 최종점수 -0.169 / 성장성 -0.000 / 버킷 변경: 검증필요 → 보류
1422,1490,UCtx5_Zw3RR8G02XdxxXHI9g,구리구리,버츄얼 퍼포먼스형,버튜버,2270.0,35783.0,0.006262172006034,0.4776318270042432,0.6598002159827213,0.4533819992682353,0.0566954643628509,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.478, 채널력=0.660, 성장성=0.453, 팬밀도=0.057, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 2단계 상승 / 최종점수 -0.000 / 성장성 -0.000
1423,1491,UCt9BOPGy6gLq5rJ_KVJIGEQ,마창진해,음악·보이스형,보컬로이드JPOP커버,1470.0,479.5,0.0073137164460926,0.4775726241900647,0.2431020518358531,0.5,0.0728941684665226,0.9203563714902808,1.0,보류,False,,라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.478, 채널력=0.243, 성장성=0.500, 팬밀도=0.073, 라이브=0.920, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 2단계 하락 / 최종점수 -0.001
1424,1493,UCA3SOdp6UW3WfN2v4ixkOTw,허다미 HEODAMI,음악·보이스형,보컬로이드JPOP커버,1570.0,14808.9,0.0141275249150872,0.4773625629113638,0.3981236501079913,0.5022943003670248,0.2138228941684665,0.6156101271185082,0.98208,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.477, 채널력=0.398, 성장성=0.502, 팬밀도=0.214, 라이브=0.616, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 14단계 상승 / 최종점수 +0.002 / 성장성 +0.000
1425,1494,UCsK4vYoyRcXC8yV3MMxw1Cw,가넷 (Sera Garnet),음악·보이스형,성우더빙,1660.0,33.8,0.0188455681552156,0.4768751798861511,0.3844897408207343,0.4531721673052865,0.3288336933045356,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.477, 채널력=0.384, 성장성=0.453, 팬밀도=0.329, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 93단계 하락 / 최종점수 -0.013 / 성장성 +0.000
1426,1495,UCBYseWXBWjQikMks9JNaH6Q,밤베,버츄얼 퍼포먼스형,버튜버,1390.0,3057.7,0.0295713387565955,0.4767106763659712,0.2191009719222461,0.4919402918822438,0.5361771058315334,0.4203721168874098,0.98208,보류,False,,뚜렷한 강점 신호 부족,수집 영상 수 부족,"최종=0.477, 채널력=0.219, 성장성=0.492, 팬밀도=0.536, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 61단계 하락 / 최종점수 -0.009 / 성장성 -0.000
1427,1496,UCOPy2tLM2Qm6QU3Fq2mpyIw,붓잽이의 사랑스러운 Reaction,,커버기타,135000.0,21978.5,0.010220932240711,0.4761599982178005,0.6413066954643629,0.4700735980948086,0.1306695464362851,0.4203721168874098,0.98376,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.476, 채널력=0.641, 성장성=0.470, 팬밀도=0.131, 라이브=0.420, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.203",순위 7단계 상승 / 최종점수 -0.000 / 성장성 +0.001
1428,1497,UClwuK569whFirD9-u7luRbw,엘님_게임방송,버츄얼 퍼포먼스형,버튜버,1130.0,1088.4,0.0193352102224648,0.4760191809935205,0.4105561555075593,0.5,0.3363930885529158,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.476, 채널력=0.411, 성장성=0.500, 팬밀도=0.336, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 2단계 하락 / 최종점수 -0.001
1429,1498,UCekHYn_ezh6SrwWgE4LiFqA,연가민 ASMR,음악·보이스형,ASMR,3280.0,1149.6,0.0210912166244935,0.4759527014286003,0.1864605831533476,0.6430032940729044,0.3731101511879049,0.4203721168874098,0.98208,보류,False,,성장성 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.476, 채널력=0.186, 성장성=0.643, 팬밀도=0.373, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 2단계 하락 / 최종점수 -0.001 / 성장성 +0.000
1430,1499,UC_KJX2cvVtsd7noKYCs2LoQ,겜있슈,,게임기타,9030.0,383313.6,0.0092162563019038,0.4759281107213902,0.6860151187904967,0.4489661936606994,0.1117710583153347,0.4203721168874098,0.98376,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.476, 채널력=0.686, 성장성=0.449, 팬밀도=0.112, 라이브=0.420, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.203",순위 1단계 상승 / 최종점수 -0.001 / 성장성 +0.001
1431,1500,UChIobnRqxqtIdmd_USr7sew,재빈,음악·보이스형,애니송커버,2190.0,2197.4,0.0262722841052006,0.4758844134471771,0.2648083153347731,0.5010168906835265,0.4751619870410367,0.4203721168874098,0.98208,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.476, 채널력=0.265, 성장성=0.501, 팬밀도=0.475, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 7단계 하락 / 최종점수 -0.002 / 성장성 +0.000
1432,1501,UC6fuKrAW2kMo53mvtu_IBXw,큐리컷,음악·보이스형,애니송커버,8110.0,113159.4,0.0125566778903157,0.4757063935205184,0.5783072354211664,0.5,0.1787257019438445,0.3960583153347732,0.98208,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.476, 채널력=0.578, 성장성=0.500, 팬밀도=0.179, 라이브=0.396, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 4단계 하락 / 최종점수 -0.001
1433,1503,UCybDXRGBLb-9xenuxgaAfHw,카논제이의 게임라이프 [game life],,게임기타,1220.0,35.2,0.0071474937195461,0.4754872377833647,0.3667521598272138,0.6955970053676891,0.0691144708423326,0.4203721168874098,0.99272,보류,False,,성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.475, 채널력=0.367, 성장성=0.696, 팬밀도=0.069, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 758단계 하락 / 최종점수 -0.096 / 성장성 +0.000
1434,1504,UCRisJkbQjMb9FQFRmoz242w,럭키부키,버츄얼 퍼포먼스형,버튜버,2080.0,33004.4,0.018650016991917,0.4753946509719222,0.4656182505399568,0.5,0.3245140388768898,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.475, 채널력=0.466, 성장성=0.500, 팬밀도=0.325, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 6단계 하락 / 최종점수 -0.002
1435,1505,UCKsJ7kENUMxpZo22m27l9KA,제노 플래쉬,,게임기타,17600.0,16401.4,0.0132252184567778,0.4752008392659121,0.6986231101511879,0.3349677434610205,0.1949244060475162,0.4203721168874098,0.99272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.475, 채널력=0.699, 성장성=0.335, 팬밀도=0.195, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 6단계 하락 / 최종점수 -0.002 / 성장성 -0.000
1436,1506,UCm4-DacwOEDMZmd5ZCbq66A,부타타,버츄얼 퍼포먼스형,버튜버,1220.0,2947.6,0.031697092673356,0.4749457119071556,0.2035502159827213,0.5034691707434628,0.5750539956803455,0.4203721168874098,0.97312,보류,False,,뚜렷한 강점 신호 부족,수집 영상 수 부족,"최종=0.475, 채널력=0.204, 성장성=0.503, 팬밀도=0.575, 라이브=0.420, 실전성=0.973, 운영제외리스크=0.000, 검증필요리스크=0.336",순위 5단계 하락 / 최종점수 -0.002 / 성장성 -0.000
